0.0005 4. 0.01 0.4203810473943647
0.0007318181818181818 4. 0.01 0.7854111249794156
0.0009636363636363636 4. 0.01 1.2806985273259854
0.0011954545454545453 4. 0.01 1.880025467412003
0.0014272727272727271 4. 0.01 2.539630828884553
0.0016590909090909089 4. 0.01 3.2129199366039187
0.0018909090909090907 4. 0.01 3.8604948477058207
0.0021227272727272727 4. 0.01 4.454499307895977
0.0023545454545454546 4. 0.01 4.978736838824731
0.0025863636363636366 4. 0.01 5.426582120288111
0.0028181818181818186 4. 0.01 5.798231910381212
0.0030500000000000006 4. 0.01 6.098189613022928
0.0032818181818181826 4. 0.01 6.333284092122429
0.0035136363636363646 4. 0.01 6.511297385827831
0.0037454545454545466 4. 0.01 6.640085108844771
0.003977272727272729 4. 0.01 6.727064179931888
0.004209090909090911 4. 0.01 6.778954485366375
0.004440909090909093 4. 0.01 6.801679727866972
0.004672727272727275 4. 0.01 6.800364045053302
0.004904545454545457 4. 0.01 6.77938111060922
0.0051363636363636386 4. 0.01 6.742428748044143
0.0053681818181818206 4. 0.01 6.69261124610604
0.0056000000000000025 4. 0.01 6.632521080629897
0.0005 7.92 0.01 0.2157530715464797
0.0007318181818181818 7.92 0.01 0.42144563891153286
0.0009636363636363636 7.92 0.01 0.7076430805542994
0.0011954545454545453 7.92 0.01 1.0577082505479534
0.0014272727272727271 7.92 0.01 1.4442965316459337
0.0016590909090909089 7.92 0.01 1.8385774658098766
0.0018909090909090907 7.92 0.01 2.2164244961099167
0.0021227272727272727 7.92 0.01 2.561004780215711
0.0023545454545454546 7.92 0.01 2.862741730884053
0.0025863636363636366 7.92 0.01 3.1179375409960235
0.0028181818181818186 7.92 0.01 3.327031650122268
0.0030500000000000006 7.92 0.01 3.4930244708657305
0.0032818181818181826 7.92 0.01 3.6202639765562097
0.0035136363636363646 7.92 0.01 3.713611674896709
0.0037454545454545466 7.92 0.01 3.7779167306011843
0.003977272727272729 7.92 0.01 3.817717268472833
0.004209090909090911 7.92 0.01 3.8370945386392403
0.004440909090909093 7.92 0.01 3.8396239818970246
0.004672727272727275 7.92 0.01 3.828379353095247
0.004904545454545457 7.92 0.01 3.8059707356380392
0.0051363636363636386 7.92 0.01 3.7745935620014754
0.0053681818181818206 7.92 0.01 3.7360804226105953
0.0056000000000000025 7.92 0.01 3.691954696348139
0.0005 11.84 0.01 0.1414826972827041
0.0007318181818181818 11.84 0.01 0.28264408358974125
0.0009636363636363636 11.84 0.01 0.48124406167789513
0.0011954545454545453 11.84 0.01 0.7252483908340919
0.0014272727272727271 11.84 0.01 0.9950094277650767
0.0016590909090909089 11.84 0.01 1.2698941675270052
0.0018909090909090907 11.84 0.01 1.532708103784945
0.0021227272727272727 11.84 0.01 1.771522051816362
0.0023545454545454546 11.84 0.01 1.9796147063059453
0.0025863636363636366 11.84 0.01 2.154465197617943
0.0028181818181818186 11.84 0.01 2.2964926700530093
0.0030500000000000006 11.84 0.01 2.4079231746127188
0.0032818181818181826 11.84 0.01 2.4919234392450487
0.0035136363636363646 11.84 0.01 2.5520063467469964
0.0037454545454545466 11.84 0.01 2.591659164422967
0.003977272727272729 11.84 0.01 2.6141345297484477
0.004209090909090911 11.84 0.01 2.6223501909265345
0.004440909090909093 11.84 0.01 2.6188545704448125
0.004672727272727275 11.84 0.01 2.605835876331848
0.004904545454545457 11.84 0.01 2.585146421151451
0.0051363636363636386 11.84 0.01 2.558342138716781
0.0053681818181818206 11.84 0.01 2.5267210640345588
0.0056000000000000025 11.84 0.01 2.4913567981173594
0.0005 15.76 0.01 0.10423891626027275
0.0007318181818181818 15.76 0.01 0.21123727192866118
0.0009636363636363636 15.76 0.01 0.3627348959901286
0.0011954545454545453 15.76 0.01 0.5492829670737526
0.0014272727272727271 15.76 0.01 0.7555418491137433
0.0016590909090909089 15.76 0.01 0.9654533985304808
