# GTK rotation constants for runs 6278-6726
# Fine alignment: dx'=A+Bx, dy'=C+Dy
# Format: Run A B C D [x10^6]
006629 3.7795 -0.9229 1.3590 0.6408
006630 3.7795 -0.9229 1.3590 0.6408
006632 3.7795 -0.9229 1.3590 0.6408
006633 3.7795 -0.9229 1.3590 0.6408
006634 3.7795 -0.9229 1.3590 0.6408
006635 3.7795 -0.9229 1.3590 0.6408
006636 3.7795 -0.9229 1.3590 0.6408
006637 3.7795 -0.9229 1.3590 0.6408
006638 3.7795 -0.9229 1.3590 0.6408
006639 3.7795 -0.9229 1.3590 0.6408
006641 3.7795 -0.9229 1.3590 0.6408
006642 3.7795 -0.9229 1.3590 0.6408
006643 3.7795 -0.9229 1.3590 0.6408
006645 3.7795 -0.9229 1.3590 0.6408
006646 3.7795 -0.9229 1.3590 0.6408
006647 3.7795 -0.9229 1.3590 0.6408
006648 3.7795 -0.9229 1.3590 0.6408
006650 3.7795 -0.9229 1.3590 0.6408
006651 3.7795 -0.9229 1.3590 0.6408
006652 3.7795 -0.9229 1.3590 0.6408
006653 3.7795 -0.9229 1.3590 0.6408
006654 3.7795 -0.9229 1.3590 0.6408
006656 3.7795 -0.9229 1.3590 0.6408
006658 3.7795 -0.9229 1.3590 0.6408
006659 3.7795 -0.9229 1.3590 0.6408
006660 3.7795 -0.9229 1.3590 0.6408
006661 3.7795 -0.9229 1.3590 0.6408
006662 3.7795 -0.9229 1.3590 0.6408
006663 3.7795 -0.9229 1.3590 0.6408
006664 3.7795 -0.9229 1.3590 0.6408
006666 3.7795 -0.9229 1.3590 0.6408
006668 3.7795 -0.9229 1.3590 0.6408
006670 3.7795 -0.9229 1.3590 0.6408
006671 3.7795 -0.9229 1.3590 0.6408
006672 3.7795 -0.9229 1.3590 0.6408
006673 3.7795 -0.9229 1.3590 0.6408
006674 3.7795 -0.9229 1.3590 0.6408
006675 3.7795 -0.9229 1.3590 0.6408
006676 3.7795 -0.9229 1.3590 0.6408
006677 3.7795 -0.9229 1.3590 0.6408
006678 3.7795 -0.9229 1.3590 0.6408
006680 3.7795 -0.9229 1.3590 0.6408
006681 3.7795 -0.9229 1.3590 0.6408
006682 3.7795 -0.9229 1.3590 0.6408
006683 3.7795 -0.9229 1.3590 0.6408
006684 3.7795 -0.9229 1.3590 0.6408
006685 3.7795 -0.9229 1.3590 0.6408
006692 3.7795 -0.9229 1.3590 0.6408
006693 3.7795 -0.9229 1.3590 0.6408
006694 3.7795 -0.9229 1.3590 0.6408
006724 3.7795 -0.9229 1.3590 0.6408
006725 3.7795 -0.9229 1.3590 0.6408
006726 3.7795 -0.9229 1.3590 0.6408
