# GigaTracker hits library for MC v0.11.1.
# These are the first 60k events from
#/eos/experiment/na62/data/offline/grid/mc/prod/v0.11.1/Kch2munug_ib-21/reco/v0.11.1/
# EG, 06/02/2018
#
41773 141684 231636
21367 121208 221126
70130 121771 270130
10731 110892 210970
10824 110828 210908
21298 121332 221164
21342 121700 221776
61177 161173 261328
60352 160112 211790
30122 130241 220278
20951 121512 221631
70746 170749 270588
50596 160641 260683
150327 250172
41761 180310 280379
60012 160101 211786
70385 170302 221697
10051
50062 101629 201270
60225 160418 260610
71245 170969 270569
60123 160134 211699
31579 131418 231575
81138 180772 280445
21772 170135 270093
80711 180790 280987
90736 190572 290526
90010 190087 290163
30221 130215 130256 230291
70246 170405 270241
70948 170947 271103
80609 180526 280562
31683 131522 221679
11417 160021 260101
80014 180245 270236
31760 170236 270271
70041 170322 270360
41444 141602 141643 141683 231758
70779 170821 270781
81424 181261 280976
41564 141481 231678
21357 121476 221434
41296 141217 241335
80070 131667 231583
80282 170276 270149
30800 120877 220832
80082 170156 221708
50413 150422 250306
21445 170129 270290
10717 110759 210879
90928 190883 280958
1699 101624 201625
906 101314 201518
60442 160406 260247
11577 160106 260110
91449 191407 291444
30948 130904 230859
60853 160536 260256
80057 131737 280134
70348 170303 270216
60406 160770 260891
81441 171556 271750
81361 171198 271073
60070 160313 260232
80205 180204 280081
71718 171797
81019 181020 281018
711 101119 211282
30704 131133 231283 231324
21676 121673 221789
30478 130672 230746
60165 160016 211421
50668 150719 260524
80264 180575 280486
241119
61361 161368 261370
90562 190523 290600
10415 110858 211057
21214 121617 270018
71023 170782 270539
60773 160815 261014
80604 180403 280400
21134 121412 221408
20810 121174 221294
80569 180449 280407
30992 131188 231182
11442 111566 211566
51262 151028 250789
20560 110559 210556
51542 151387 251228
60366 160371 260333
1051 100654 200575
50753 150638 250599
61484 161290 261092
80565 180605 280842
31622 131417 231331
41013 141009 241044
91006 180838 280549
70379 170298 270255
151795 251754
11445 160012 260174
50334 150417 250616
80119 180198 280395
154 100075
80353 180188 280262
50616 150655 250853
31559 131712 231705
30515 130470 230503
41493 141286 241120
90361 180319 280436
51282 151247 251129
30968 131046 231082
80193 180380 280328
50113 160322 260407
51263 150950 250672
1348 101596 201599
11531 111741 211626
71244 171248 271288
60677 160677 260795
81482 171159 270874
61029 161192 261352
30824 130621 230617
40641 130638 230672
80260 180333 280005
20489 120612 220691
746 100917 210881
20836 120993 220989
80834 180749 280703
80680 170477 270192
31305 131502 231457
70960 71000 171003 271043
80928 180803 270558
21172 121569 221684
60276 160152 260147
21677 170074 221748
191697 291570
60754 160719 270400
80731 180730 280848
41694 190046 280079
90140 190288 280237
80148 180058 231608
21104 121262 221338
50694 150579 250499
60202 160293 260139
40806 140962 231119
80751 180712 280990
60455 160464 260187
60481 160607 260609
31682 170196 270229
21700 121422 221421
61017 160866 260471
90253 190290 290365
20756 121076 221195
20487 120646 220683
31627 180098 280130
80359 180317 280193
31076 131035 230951
60848 160851 260932
51336 151178 251218
61065 160833 260437
10322 110604 210763
11772 160136 260176
10331 110455 210536
31770 180131 231688
31012 130773 230691
41441 131476 231470
70590 170789 271026
11381 111747 260069
70459 170465 270586
80373 180289 280163
50737 150586 250230
11320 111125 211045
61035 161035 260992
50757 160562 260324
51149 151235 251357
11773 160176 260136
80468 180304 280218
91640 181598 281514
81434 181389 281343
51438 161361 261561
50550 150354 250275
60627 160430 260431
80022 131618 231412
21283 121361 211438
20883 120843 220840
80002 80042 170477 270391
51051 150972 251010
31364 121474 221303
71161 170920 260599
30988 130706 230662
81282 181242 281201
20965 121323 221480
60522 160404 260363
41607 141560 231633
60123 111682 211600
91335 190969 290682
21475 121316 221274
60517 170402 270003
70447 170528 270326
11237 121402 221404
171738 271731
11481 111569 211533
50639 160404 260006
80951 180746 280460
51719 161765
90281 180359 280516
70115 121714 221472
11267 111269 211188
