# L1 configuration used by NA62Analysis applications.
# Format: run number, L0 bit, corrsponding L1 algorithm, downscaling, quality flag.
# Quality flag: 0=ok, 1=L1 trigger not operating correctly.
#
4944 1 KTAG10CHOD10notLAV10 1 0
4944 2 KTAG10CHOD10notLAV10 1 0
4945 1 KTAG10CHOD10notLAV10 1 0
4945 2 KTAG10CHOD10notLAV10 1 0
4947 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
4947 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
4948 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
4948 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5001 0 KTAG10 1 0
5001 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5001 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5001 3 KTAG10 1 0
5002 0 KTAG10 1 0
5002 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5002 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5002 3 KTAG10 1 0
5003 0 KTAG10CHOD10FlagnotLAV20FlagnotIRCSAC20Flag 1 0
5003 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5003 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5003 3 KTAG10CHOD10FlagnotLAV20FlagnotIRCSAC20Flag 1 0
5013 0 KTAG10CHOD10FlagnotLAV20FlagnotIRCSAC20Flag 1 0
5013 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5013 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5013 3 KTAG10CHOD10FlagnotLAV20FlagnotIRCSAC20Flag 1 0
5014 0 KTAG10CHOD10FlagnotLAV20FlagnotIRCSAC20Flag 1 0
5014 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5014 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5014 3 KTAG10CHOD10FlagnotLAV20FlagnotIRCSAC20Flag 1 0
5015 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5015 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5016 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5016 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5017 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5017 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5018 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5018 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5019 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5019 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5020 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5020 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5021 0 KTAG10 1 0
5021 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5021 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5022 0 KTAG10 1 0
5022 1 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5022 2 KTAG10CHOD10notLAV20notIRCSAC20Flag 1 0
5023 0 KTAG10 1 0
5023 1 KTAG10 1 0
5023 2 KTAG10 1 0
5024 0 KTAG10 1 0
5024 1 KTAG10 1 0
5024 2 KTAG10 1 0
5025 0 KTAG10 1 0
5025 1 KTAG10 1 0
5025 2 KTAG10 1 0
5026 0 KTAG10 1 0
5026 1 KTAG10 1 0
5026 2 KTAG10 1 0
5027 0 KTAG10 1 0
5027 1 KTAG10 1 0
5027 2 KTAG10 1 0
5028 0 KTAG10 1 0
5028 1 KTAG10 1 0
5028 2 KTAG10 1 0
5029 0 KTAG10 1 0
5029 1 KTAG10 1 0
5029 2 KTAG10 1 0
5029 3 KTAG10 1 0
5030 0 KTAG10 1 0
5030 1 KTAG10 1 0
5030 2 KTAG10 1 0
5030 3 KTAG10 1 0
5031 0 KTAG10 1 0
5031 1 KTAG10 1 0
5031 2 KTAG10 1 0
5031 3 KTAG10 1 0
5032 0 KTAG10 1 0
5032 1 KTAG10 1 0
5032 2 KTAG10 1 0
5032 3 KTAG10 1 0
5033 0 KTAG10 1 0
5033 1 KTAG10 1 0
5033 2 KTAG10 1 0
5033 3 KTAG10 1 0
5034 0 KTAG10 1 0
5034 1 KTAG10 1 0
5034 2 KTAG10 1 0
5034 3 KTAG10 1 0
5035 0 KTAG10 1 0
5035 1 KTAG10 1 0
5035 2 KTAG10 1 0
5035 3 KTAG10 1 0
5036 0 KTAG10 1 0
5036 1 KTAG10 1 0
5036 2 KTAG10 1 0
5036 3 KTAG10 1 0
5037 0 KTAG10 1 0
5037 1 KTAG10 1 0
5037 2 KTAG10 1 0
5037 3 KTAG10 1 0
5038 0 KTAG10 1 0
5038 1 KTAG10 1 0
5038 2 KTAG10 1 0
5038 3 KTAG10 1 0
5039 0 KTAG10 1 0
5039 1 KTAG10 1 0
5039 2 KTAG10 1 0
5039 3 KTAG10 1 0
5040 0 KTAG10 1 0
5040 1 KTAG10 1 0
5040 2 KTAG10 1 0
5040 3 KTAG10 1 0
5041 0 KTAG10 1 0
5041 1 KTAG10 1 0
5041 2 KTAG10 1 0
5041 3 KTAG10 1 0
5042 0 KTAG10 1 0
5042 1 KTAG10 1 0
5042 2 KTAG10 1 0
5042 3 KTAG10 1 0
5043 0 KTAG10 1 0
5043 1 KTAG10 1 0
5043 2 KTAG10 1 0
5043 3 KTAG10 1 0
5044 0 KTAG10 1 0
5044 1 KTAG10 1 0
5044 2 KTAG10 1 0
5044 3 KTAG10 1 0
5045 0 KTAG10 1 0
5045 1 KTAG10 1 0
5045 2 KTAG10 1 0
5045 3 KTAG10 1 0
5045 4 KTAG10CHOD10notLAV20 1 0
5046 0 KTAG10 1 0
5046 1 KTAG10 1 0
5046 2 KTAG10 1 0
5046 3 KTAG10 1 0
5046 4 KTAG10CHOD10notLAV20 1 0
5047 0 KTAG10 1 0
5047 1 KTAG10 1 0
5047 2 KTAG10 1 0
5047 3 KTAG10 1 0
5047 4 KTAG10CHOD10notLAV20 1 0
5048 0 KTAG10 1 0
5048 1 KTAG10 1 0
5048 2 KTAG10 1 0
5048 3 KTAG10 1 0
5048 4 KTAG10CHOD10notLAV20 1 0
5049 0 KTAG10 1 0
5049 1 KTAG10 1 0
5049 2 KTAG10 1 0
5049 3 KTAG10 1 0
5049 4 KTAG10CHOD10notLAV20 1 0
5050 0 KTAG10 1 0
5050 1 KTAG10 1 0
5050 2 KTAG10 1 0
5050 3 KTAG10 1 0
5050 4 KTAG10CHOD10notLAV20 1 0
5051 0 KTAG10 1 0
5051 1 KTAG10 1 0
5051 2 KTAG10 1 0
5051 3 KTAG10 1 0
5051 4 KTAG10CHOD10notLAV20 1 0
5052 0 KTAG10 1 0
5052 1 KTAG10 1 0
5052 2 KTAG10 1 0
5052 3 KTAG10 1 0
5052 4 KTAG10CHOD10notLAV20 1 0
5053 0 KTAG10 1 0
5053 1 KTAG10 1 0
5053 2 KTAG10 1 0
5053 3 KTAG10 1 0
5053 4 KTAG10CHOD10notLAV20 1 0
5054 0 KTAG10 1 0
5054 1 KTAG10 1 0
5054 2 KTAG10 1 0
5054 3 KTAG10 1 0
5054 4 KTAG10CHOD10notLAV20 1 0
5055 0 KTAG10 1 0
5055 1 KTAG10 1 0
5055 2 KTAG10 1 0
5055 3 KTAG10 1 0
5055 4 KTAG10CHOD10notLAV20 1 0
5056 0 KTAG10 1 0
5056 1 KTAG10 1 0
5056 2 KTAG10 1 0
5056 3 KTAG10 1 0
5056 4 KTAG10CHOD10notLAV20 1 0
5057 0 KTAG10 1 0
5057 1 KTAG10 1 0
5057 2 KTAG10 1 0
5057 3 KTAG10 1 0
5057 4 KTAG10CHOD10notLAV20 1 0
5058 0 KTAG10 1 0
5058 1 KTAG10 1 0
5058 2 KTAG10 1 0
5058 3 KTAG10 1 0
5058 4 KTAG10CHOD10notLAV20 1 0
5059 0 KTAG10 1 0
5059 1 KTAG10 1 0
5059 2 KTAG10 1 0
5059 3 KTAG10 1 0
5059 4 KTAG10CHOD10notLAV20 1 0
5060 0 KTAG10 1 0
5060 1 KTAG10 1 0
5060 3 KTAG10 1 0
5060 4 KTAG10CHOD10notLAV20 1 0
5061 0 KTAG10 1 0
5061 1 KTAG10 1 0
5061 2 KTAG10 1 0
5061 4 KTAG10CHOD10notLAV20 1 0
5062 0 KTAG10 1 0
5062 1 KTAG10 1 0
5062 2 KTAG10 1 0
5062 4 KTAG10CHOD10notLAV20 1 0
